review,sentiment,length_cat
"Why can't somebody make a touchless soap dispenser that works?  The iTouchless 8 oz lasted 2 days.  Of course they say call their 800 number, blah blah blah.  They make a big deal about calling them if it does not work.  Don't know about you, but that's a clue.  And..no...I am not going to battle with some anonymous voice that will have me send it back.  It's a soap dispenser!  It should just work.  The best one I have had so far, and I have had a few, was a model sold by Brookstone.  It lasted a year.  I guess I should feel good about that and am tempted to buy another one at $40.  Nah!  I'm going to Walgreens and buy a disposable/refillable push dispenser.",0,2
"Product received on time and in good condition. This is a great battery. It's more than enough recording time for the length of any vacation or event. It's much bigger than the standard battery that comes with most products, but what do you expect? In this case, size does matter if you want more recording time. For my Sony SR12 hard drive camcorder, recording at the highest resolution, the battery can record for up to 7-8 hours. I haven't had a chance to test it, but that's what the display shows.The battery does take overnight to charge, but that's no big deal as you won't need to charge it too often.",2,2
"Over the past year, I have discovered Salerm and fell in love.  My favorite's this Salerm 21 Silk Protein.  I use prior to blowing/ironing.  Also highly recommended Salerm 21 Essential Conditioning Oil with silk protein.  These two products keep my hair in tip top shape.  My hair's totally smooth and super shiny, and I'm quite blonde with very dry hair.  Highly recommended!",2,1
"This case does NOT fit a 7&#34; tablet. Beware. It is much too small for the tablets we have, and I will have to return it.",0,0
If I could give this no stars I would! This is the most painful thing ever. I don't know who would want to go through this pain it's a joke. DONT BUY,0,1
"Pro: Wonderful large bright screen, clear voice, but no choice of voices.Finds Satellite(s) quicklyCon: Magellan only allows free map updates for 30 days, so dont buy in April or May when Update isnt due out till late June.Battery doesn't last longWhile driving screen flashed  ""Need to reboot for best performance"", and it rebooted, no user choice.Thats a ZERO stars feature. I called Magellan's 800 number and they said apply firmware update, but I already had,So unit was returned for a refund.",0,2
I gave this 2 because it wasn't anything like the picture you couldn't see any of the flowers or the butterfly I just didn't like it.....,0,0
"While listening to song, sound will cut out 6 to 20 times per song while the phone was in my empty pocket. Called technical support several times and they walked me through a reset of the unit, plus unpairing, rebooting, repairing and this was no help. Tried unit on different phone, same problem. After third call Plantronics recommended that I return them to Amazon - which I did, exchanging for a product from another company.",0,1
"This screen protector leaves fingerprints and bubbles in the instalation. I did not recomend it, i used another brand in my SII and is was excellent but this film need to be cleaned every time you touch the screen.",0,1
"Its essentially a piece of flimsy plastic with a silver sticker around it. It works when your in a pinch but I wouldn't rely on it to do any detailed things. As the ballpoint is also superbly soft similar to the silicon you find on earbuds. All in all, it works but is definitely a case of you get what you pay for",1,1
"For me, the question of whether or not a beach chair is any good hangs on how it compares to  (Tommy Bahama Backpack Cooler Chair with Storage Pouch and Towel Bar 300 LBS Capacity-redand in this case it did not compare very well at all. The greatest thing about the Tommy Bahama chair is that I doubt if very many people would find it the least bit uncomfortable. It is a glorious combination practical and comfortable design. The Sport-Brella chair, on the other hand, is both not terrible practical and not very comfortable. For one thing, the bars that make up its frame cannot be easily kept out of the way, but instead always seem to be resting uncomfortably against my back or legs. And the strap holding up one fo the straps extending to the footrest broke the very first time I used the chair. I believe that some people might find this to be  comfortable, but for me within a few minutes my back was on the verge of spasming.The chair has some nice design features, but let's face it, a beach chair mainly has to be comfortable. This one most assuredly is not. At least not for me. Stick with t he Tommy Bahama I linked to. This is a chair with ew virtues and no truly great desgn virtues. There are many much better that will help me to be a pilot.",0,2
"I'm using this NUC as a ESXi lab. I have ESXi 5.5 installed, with the following accessories.HD: Crucial M500 120GB mSATA Internal Solid State Drive CT120M500SSD3RAM: Crucial 16GB Kit (8GBx2) DDR3/DDR3L 1600 MHz (PC3-12800)Cord: SF Cable, 2ft 18 AWG 3 Prong Universal Power Cord (NEMA 5-15P to IEC320 C5)First thing that you would do, is upgrade the BIOS. Mine had the video issue (no picture), so I submitted a ticket to Intel. As soon as I updated the BIOS the video issues were gone.If using ESXi, use the customizer to install. Aside from that, this computer has been running non-stop since January 2014. I don't turn-off my lab.",2,2
"I was surprised that there was such a large difference between the ATH-M30's and the M40's. the M30's don't seem to be as well made or sturdy as the M40's. I did not expect such a big difference. In spite of my disappointment regarding construction, I must admit that these headphones sound GREAT! I wear them to cut the grass because the over-ear design attenuates the sound of the lawnmower. For cutting the grass, the cord is much too long.",1,1
"Just want to add that Acer's website, under Datasheet, shows only VGA and DVI. And obviously from the other reviewers this monitor doesn't have HDMI. The product description needs to be updated because I almost made a bad purchase.",1,1
I had it - I loved it - it failed me while I was shooting a once-in-a-lifetime Pacific Coast sunset. Go spend $35 on the Nikon one.,1,0
I bought this because I already own the blue one so knew it would be a perfect back up for all the photographs I would be taking on my 5 week trip to Poland and England.  It gave me great peace of mind that my photographs had a second home besides my photo cards. It was very important that I had a safe place to keep them as I didn't want to take my computer this trip.  It worked out perfectly and I was extremely happy that I had purchased it.,2,2
"We love our Le Creuset knock of pot. This was a gift for my wife. I swear she uses it every night even if she doesn't need to.Easy to clean, beautiful pot has been the center of our kitchen for the past month. Thank you Lodge! We'll be supporting you from now on!",2,1
"None of these discs worked- tried everything-thinking they couldn't ALL be bad. Then I ordered some Verbatim disc- 1st one was perfect! These are just flat out crap from a 3rd world country- absolute SCAM!!!!!!!!!!! ANy positive comments on here must be from people that think they are cheap (and they are), or from people selling this stuff to make it look good. A total fraud scam - I have used Memorex- some bads or coasters- Verbatim- NEVER had one issue- they may cost more, but you get what you pay for- lesson learned.",0,2
I have a Fobus holster for ever pistol I own. This holster fits my Smith and Wesson Revolver just fine. I love the way they hold securley yes can release the gun with one swift movement.,2,1
"This camera performs quite poorly at night. It's really washed out with pure white blotches all over. It works decently during the day, though.",0,0
"I wrote the review below back in 2008 and rated this product 3 stars. I have since decided that it is necessary to revise my review based on the exceptional performance of the product and feedback received in the comments.  Last night, I used my fryer and reflected on the review I originally wrote. The fryer has continued to cook evenly and I have overcome the issue with getting splattered by dropping food in by lowering things in with the metal spoon, and in general being more careful....this is no longer a problem.  The unit is fairly small - but perfect for 1-2 people. If you need something larger, get a larger one.  The electric nature of the fryer means that the oil is kept at an even temperature and this makes it far superior to a saucepan.--------------------------ORIGINAL REVIEW posted in 2008I recently purchased the GranPappy Electric Deep Fryer to make home-made fish and chips. It works great - with restaurant quality frying every time. Although the product is great, I was disapointed with what I actually got when I pulled the Fryer from the box. Basically, the GranPappy is a glorified bucket to hold your oil. It is no better or worse than your average saucepan.You get a sharp metal holed ladle to scoop your food out of the fryer, which is kind of stupid considering the interior is coated with non-stick stuff - and metal is a big NO NO for non-stick surfaces. You also get a lid for your bucket of oil (same as a lid for your saucepan?).The Granpappy is pretty small too - big enough for fish and chips for two - done in 2-3 batches.  The actual look of the Fryer is nice - plain black with a handle, but nothing special.I would actually recommend instead buying a deep fryer with a wire draining insert that lifts in and out - therefore you can safely place your food in the fryer, and remove it when food is cooked and drain the oil much easier from your food.Be careful using the Granpappy, as there is no way to get your food into the hot oil safely and without hot oil spurting up onto your arms, as you just have to drop it in and hope for the best. When removing food, the small wire holed ladle releases some of the oil, but no where near enough.Expect to clog your arteries with this little number. Basically what you pay for is what you get, and I guess the GranPappy is okay for the price - but you could do the same in a saucepan.",2,2
shippment arrived without delay. product was as described in ads. I just love its design.so far I had only positive remarks and/or reactions.,2,0
"I have had this attractive, well made cabinet for over six weekks and I cannot get the chemical smell to go away. I leave it open, I tried a dish of baking soda  and still, it really reeks. It should get five stars, but I should be able to breathe around it too. Would love a suggestion.",1,1
"This is a great cover for an iPod, not as a phone.  I really like that there was a screen cover and stylus with it but it was bulky to talk on the phone because the cover was either in your face or you had to wrap it around back to get it out of the way.",1,1
"Wife wanted a bread maker so this one was purchased before we went on vacation in September, 2010.  She didn't try to use it until the first part of December, 2010.  The bread kneeding blades would not work.  She called the manufacturer who walked her through various tests which resulted in it being taken to a repair center 40 miles away.  A little quality control would be nice.  It should not leave the factory broken.  I shouldn't have to drive that distance to a repair facility.",1,2
"My computer is the latest Ivy Bridge generation with a desktop Z77 system board. USB 3 is native to this system and I have Windows 7 running. Everything is new and working fine. I thought that this Thermaltake gadget would be perfect for managing my assortment of spare drives without opening the PC cabinet to make power and SATA connections. Unfortunately, if you are copying a large drive to another you can expect the thing to simply disconnect a few minutes into the process and the copy fails.Note that I have no idle timers set on my PC, it is on full-bore all the time until I manually turn it off.The worst thing is that you can sometimes see the entire directory structure on the target drive and think all went OK. But when you open folders you find they are empty. It's like a bad practical joke. The drives do not seat well and I think they may possibly be losing connection sometimes because of the poorly designed socket. The drive eject buttons are also a laugh riot because they have no mechanical advantage to lift the drive from the unit unless you mash them down with more force than one wants to put on a a tiny plastic lever. Just pulling the drive out by hand is easier than mashing that eject button.Overall, I think the main problem is the unit just doesn't make nor maintain the connection in a reliable manner. It is hit-or-miss. When large drive operations sometimes take hours to complete, this gadget can't be trusted to stay functional that long. I was burned twice with failed copies and that's it for me. I can't recommend this thing and am returning it.",0,2
I wanted to use this to record footage from my PS3 while still playing on my TV screen without lag at the same time. But when i connect more than 1 output HDMI cable the signal for output going to my TV disappears completely and the signal to my recording device is distorted. Then when i try switching the two output cables the output to my recording device is still distorted and the output to my TV is at first slightly distorted and only gets worse over time until the signal disappears (over 5 minute time span).,1,2
"This lock was kept indoors or in my backpack when not in use but, I only got to use mine about 8 times before the key got stuck in the lock & broke.  The lock is often hard to turn.  Also the key will often be very hard to remove after locking OR unlocking.  I was at home spraying it with lock lube & working the lock back & forth when the key gave out.If you ever notice the key is hard to remove & your key tip starting to twist out of shape, JUST-TOSS-THAT-KEY-AWAY & use one of the FOUR remaining keys that are included with the lock.  Don't EVEN try to use it ""just-one-more-time.""  I was just about to swap keys out when mine broke.  No wonder they give you so many spare keys!A friend of mine had a more expensive On Guard model with the same key design & it was permanently locked.  In that case the key would easily turn & turn but the lock would never open.On the plus side, it seems secure, it's not expensive & it's light weight.",0,2
"Not a terrible product. Formula is a wax based creamy consistency. Compact is very low quality. My biggest gripe is the size, its freakin tiny. Each pot is the size of a small eyeshadow,",1,1
"This is a very well-built headphone case. It's a semi-hard shell design - it is hard enough to resist a significant amount of pressure, but if you press on it very hard it will push in. It will spring back to shape without a problem - it does not stay dented.The case is covered with a material that feels like nylon. It has a texture to it that gives it a non-slip feel, but remains smooth. The red piping on the sides looks nice and contrasts well against the black. It has dual zippers and the zipper heads are coated with plastic to ensure they don't scratch anything.There is a fabric liner on the inside which I assume is also nylon. However, it's much softer than the outer fabric to protect against scratches.The best feature for me is the cloth pouch on the inside. It has a zipper closure and has Velcro on the back so you can remove it and reposition it anywhere inside the case. The pouch is great for holding adapters, cords, etc. and the Velcro allows me to remove it fully from the case or position it to help hold the headphones in place.The case is sort of egg shaped and has a maximum interior dimension of about 8.5 inches top-to- bottom and 6.5 inches side-to-side. It's hard to measure the depth since the case slopes from front-to-back (e.g., it's deeper on one end to account for the ear cup diameter). My best approximation of the thickness is that it is 4 inches in total depth at the fattest part of the case when the case is closed. So, each half is about 2 inches deep at the deepest part.I'm impressed with the build quality and protection it offers for headphones while still looking attractive. Highly recommend.[Sample provided for review]",2,2
"Appears that R1 (power resistor?) is open. Verified that 120 vac line in / 9 vdc line out continuity to the internal circuit board. Found clumsy post-production changes to +/-9 volt output lead wiring - the original 9 vdc output leads were snipped and soldered on circuit board foil side along with a (feedback blocking?) diode. Internal wire stripping and component soldering work, in my opinion, was below average. The adapter is CE marked, but I am uncertain whether it's Conformit&eacute; Europ&eacute;enne or a China Export marking. The model MT-0520 is not something I would just plug-in and forget. I will look for another alternative to power my Arduino Uno.",0,2
"However, the USB plug is too loose going into my Mac.  If I bump the wire, I lose connectivity to my external drive.  I've never had a USB plug with so much side-to-side play.  The fit and finish is a bit rough, but I'm not carrying it around.  It stays on my desk to backup my laptop when I am home.",1,1
"THIS CAMERA IS BETTER IN MANY WAYS BUT NOT NEARLY IN ALL WAYS THAN COMPETING CAMERAS COSTING MUCH MORE MONEY.  I WAS HAPPY ENOUGH WITH IT TO REPLACE IT WITH AN IMPROVED VERSION OF IT, THE KODAK EASYSHARE Z1485 CAMERA, BUT I BELIEVE THAT THAT THE Z1485 IS BETTER THAN THIS THIS CAMERA IN QUITE A FEW WAYS OTHER THAN THE INCREASE IN TOTAL AVAILABLE PICTURE ELEMENTS (PIXELS).  THE KODAK Z1275 CAMERA IS ESSENTIALLY IDENTICAL TO THE Z1285 FROM ANYTHING THAT I CAN SEE OTHER THAN ITS COLOR.Kodak EasyShare Z1485 14MP Digital Camera with 5x Optical Image Stabilized Zoom and 2.5 inch LCD (Black)Kodak EasyShare Z1485 14MP Digital Camera with 5x Optical Image Stabilized Zoom and 2.5 inch LCD (Blue)Kodak EasyShare Z1485 14MP Digital Camera with 5x Optical Image Stabilized Zoom and 2.5 inch LCD (Pink)",1,2
"I saw this in CVS and got SO excited because I've been looking for a gold liner that doesn't have flakes of glitter.  So I bought it and took it home.  Much to my surprise the ""ink it"" liner is actually a pencil, I was soooo disappointed but this was my fault for not reading the package, I guess.  So I figure I'd make the best of it.  I tested it on the back of my hand and it was soooo smooth and the color is just what I wanted.  I was super excited because I usually hate pencils, but it seemed super smooth, I went and tried it on my eyelid.  The ad says it doesn't ""skip, drag or pull"" I find this a total lie!! It skips, drags and pulls, the only way I can get it to go on smoothly I have to pull my eyelid out.  Or else I can't get a smooth line, which is just annoying.  It's super smooth on the back of my hand, but trying to get it onto my eyelids is just not the same.I gave it three stars because even though it isn't what I originally wanted, the color payoff is right.  The product DOES stay put all day once I do get it on my lids and I should've read the packaging.",1,2
"Notice I am a verified buyer of this product. I installed in on my Vizio Widescreen TV but can't use it until I get an iOS device.In order to operate the Chromecast you need an HDMI port on your TV (which I have), and either a USB port OR a free electrical outlet for power. Since my TV does not have a USB port I had to find a free electrical outlet in order to plug in a good-sized plug. Three weeks later, I am still looking for a free electrical outlet.I was hoping this would eliminate my need to have my PC connected to my TV, but Chromecast only supports Youtube and Netflix. Amazon, do you hear me? It does not support Prime Instant Videos!When I tried to access Amazon Prime via the browser on my Android Nexus 4, I got a message saying that Amazon Prime is only available for streaming with the Apple iOS. Even if I was able to test it with an iPad, I have doubts that it would be a seamless experience (possible aspect ratio errors).Amazon needs to put out a Prime Instant Video App and learn to play nice with Google in order for the Chromecast to be a blast.",1,2
I bought this for my iPhone 4 GSM and don't know why but it doesn't fit very well. Don't like the aspect. But works. The sides of the covers stays out of the phone.,0,1
guys don't buy this is ugly and Damaged and don't work it will just take ur money with that Damaged thing and just don't buy it and they will not gonna refund you Ur money with that damaged thing guys don't buy it thanks!!!,0,1
"I used the drive lightly for 22 months at which point it wasn't recognized by BIOS anymore.RMA process was quick.  Support was very responsive.  I had to cover shipping cost though.My main complaint is the lack of a responsible RMA solution concerning the data that's already on the drive.  I have sensitive financial and personal information on the drive that is no longer accessible by me and my meager technological talent.  Returning the drive to Kingston concerns me as they recondition the drive for resale.  Long are the days of simply sticking a magnet to the drive to erase the data.  I inquired about drilling a hole into the drive itself and the warranty department said it would void the warranty.  I offered to send them pictures of the SSD previous to RMA and they refused.  Kingston also offers no guarantee of data safety nor will they accept liability should anything arise from a data breach.  In today's identify theft era, it's pretty ridiculous to ask customers to assume the responsibly and risk to rectify an inequity that isn't their fault.",0,2
"Love this lens, especially the VR feature. This lens was pack correctly, preventing any movement in the box. So far I am happy with its performance.",2,0
"As compared with the screen saver that I used on my iphone these fall way short.  The are difficult to install correctly and don't stay secured for more than a couple of weeks.  I use an iphone for two years, I installed a screen saver on it the first day I got it and the screen saver is still in great shape.  I am not sure why these don't work well maybe it is due to their increased size.  What ever the reason I don't recommend these screen savers.",0,2
"UPDATE: The right headphone stopped working after a month. I still love these but wish they worked for longer...I LOVE these headphones! I've always heard about the superior sound quality of Bose products, but these headphones are the first Bose product I've actually owned. Yes, they're more expensive than most headphones, but I think they are well worth the investment and light year above the basic headphones that come with iPods or other MP3 players.I've tried non-Bose headphones in the $50 range before, and they were a disaster during exercise. The StayHere tips that come with the IE2 headphones are a wonder - you can run, do the eliptical, whatever you need with no issues. You get both StayHere tips in 3 sizes, and also the regular tips in 3 sizes as well - which to me goes above and beyond anything most headphones include. The IE2s also come with a protective case.Of course, I must discuss the sound quality since these are Bose headphones after all. The sound is simply great - amazingly clear and beautiful. These also block the outside sounds very well - used them on a loud street and on the plane and was very pleased both times. I'm a convert to Bose :)",1,2
"I bought the black/black earbuds expecting to get black/black.  I bought from amazon, no individual sellers on amazon. Instead of black/black i got the black/gray and i was kinda disappointed about that. I ordered black/black because i couldnt find these for $9 in stores, i didnt want black/gray because i could find them for about $10 in stores and had them way before they came to my house.",2,1
"I bought 3 different sets of headphones and this is the set I ended up keeping.  These are comfy, sound great, and feel like they will stand up to my daily uses.  Did i mention they sound awesome?>",2,1
"I just received this media player. When I tried to install the software to my computer, I found out that Zune does not support Windows XP Pro 64 bit systems (any xp 64 bit systems or window servers).Seems Microsoft does support the Windows Vista 64 systems. Its somewhat funny that Microsoft products is not supported by their own operating systems.Now I have to return the item which is a waste of time since I waited for deleivery, now have to re-ship the product and maybe get a refund with in the next 30 days, if I dont run into any problems with the seller.",1,2
"I'm no professional, but I am good with makeup, so I decided to go ahead and purchase a set of brushes for the first time.  This is a  nice set for the price.  The case is very nice and durable, and I haven't lost any hairs from a brush since I started using them a week ago.  I noticed the plastic smell everyone is complaining about, but it's not a big deal.  News flash, they're made out of plastic, covered in plastic and surrounded by plastic.  Just wash the brushes with your shampoo and let them dry before using, no biggy.  I haven't noticed any streaking or issues that surround poor synthetic brushes, so I'm pretty happy about the purchase.  I'll update if something changes.",2,2
"I am giving this product a two star product review mainly because there are absolutely no instructions on how to use it on the container.I am a caucasian 56 year old female with hair that tends to be dry on the ends and have a sporadically itchy scalp.  I thought this product would help when I saw it advertised on the Vine program.  And it does - if you use it correctly.I was one of the users that thought this was a conditioning product (put on, wash off).  I used way too much and ended up with beyond greasy hair.  It took four washings with Dawn dish detergent and four regular shampooings to get this stuff off my hair.BUT...After all that, I used just a LITTLE bit in the palm of my hand (like less than pea size) on my damp hair.  It gave my hair a very nice sheen and controlled the flyaways.  And it does have a wonderful fragrance.I cannot imagine a manufacturer NOT putting instructions on their product, though.  Yes, this might be for African American hair as other reviewers have pointed out but nowhere in the advertising or on the balm itself does it say that.  So two stars (and I almost gave it one) but I did try a second time, after reading other reviews.",0,2
"I live in southbay area in north California. All TV stations locate somewhere around San Francisco which is about 40 miles away. I am using an antenna however the signal discontinued from time to time. My wife has to adjust the position of the antenna all the time, and most time the position of the antenna has to be different between morning and afternoon for some stations. She is quite disappoint with the free OTA approach. Then I decided to try this preamplifier. It did not disappoint me. It really works! My wife does not need adjust the antenna anymore. The signal seems quite stable! The only things you may keep in mind is this product may not be able to significantly increase the number of stations you can watch.",2,2
"I am running a 64 bit version of Vista Home Premium.  My computer would install device drivers but that was it.  I could not access pictures on a memory stick.  The red light in the reader came on.  Once after 20 minutes it worked, but not regularly.  The memory stick works fine on other devices so it was not the memory stick (4 Gig).",0,1
"I'm an engineer and I do all my own ironing. As I travel globally a lot, I use a wide variety of irons in hotels and frankly, I'd like to punch the engineers that design most irons.  Every single one I've ever used has had stupid flaws and design weaknesses.At home we've gone through several irons over the years and I thought, let's give this expensive Germain one a try.  Well, it's about three years old and sitting upstairs dead.  First problem we encountered when we bought it is that the cord is far too short - we had to use an extension cord just to safely use it.  Next, the stainless steel plate gets scorched and is extremely difficult to clean - if you can at all.  I tried a variety of techniques to prevent it from happening.  But that's the physics involved; problem is it won't come off no matter what you try. It also began to commit the unforgivable sin for irons: dripping water on the clothing.  More recently it stopped working intermittently, but if you'd wiggle the cord or hold it just right you could get it going.  Then it stopped working completely.  I took the back plate off and the cord is pinched at a hard angle to keep it from pulling out, and the wire was broken inside the cord right there.  I worked with it and got it to light up and run - except now it won't heat up at all.Just lovely.  I'm back in the market once again, looking for a well-designed and reliable iron.",1,2
The back of the kyros is too fat to lay flat and fit in all 3 clips. Otherwise it works great. Should already have a mini plug so you don't need an adapter though.,1,1
"...evokes fond memories of being a young boy sitting cross-legged on the bathroom counter and intently watching my grandfather's every move as he methodically went through the machinations of his daily early morning wet-shave ritual.Every time when he was done carefully shaving and then cleaning the straight razor, along with the lathering cup and brush, he would look at himself in the mirror while stroking his cheeks to check for any missed spots while reaching for the clear glass bottle of Ed Pinaud's CLUBMAN VIRGIN ISLAND BAY RUM Aftershave Splash and proceed to douse his face, neck and chest with a couple of healthy handfuls of the stuff.With his hands still dripping of this beautifully spicy and exotic, bay tree filled far-away-tropical-paradise smelling after shave, he would then rub my cheeks, the top of my ears and head with the excess and I would smell just like grandpa's aftershave all day long...and I absolutely loved it. I reveled in it then and deeply cherish the memory today.So imagine my shear delight when I recently came across this classic product...I purchased the larger 12oz size bottle, which looks almost exactly like the bottle from almost 50 years ago except it's now a shatter-proof plastic instead of the thicker glass bottle it used to be packaged in. Ok, I can live with that, being more safety-conscious in today's world.But the real test was what was inside that bottle...did it look the same with that light brown yet rich looking brown color?YES...the color and overall look is exactly the same as I remember it from almost 50 years ago. So far, so good.Did it feel the same with its silky smooth texture along with its unique soothing, cooling and refreshing tingle?ALMOST...it seems to be lighter-bodied now with hardly any cooling sensation, though it is still quite soothing and refreshing.And most importantly, did it smell the same with it's heady exotically spicy base along with its subtle yet very punchy combination essences of bay trees, clove and a hint of cinnamon oil?Sadly, NO...it did NOT. It is now a shadow of its former self sidelined by a complete lack of balanced pungency...its now WAY too clove-heavy with very little essence of bay tree and virtually zero cinnamon oil emanating from today's formulation.It's a perfectly acceptable and wearable ""old school"" type of scent that's perfect for running weekend errands or a casual mid-afternoon lunch with a lover, but do NOT expect to get the same product formulation as 50 years ago...it's now a MUCH different, almost unrecognizable after shave to that of the original.",1,2
"Like many other reviewers, I've found that this camera once exposed to the elements begins having problems... it freezes up and has to be unplugged and then plugged back in.  Picture quality is pretty grainy and the refresh rate is low.  You also have to find a power source near the camera to power it, and the a/c adapter doesn't look to me like it's rated for outdoor use, which may be part of the problem.Overall I can't recommend this product, sorry....",0,2
"I got this lens used for less price.I have taken some night shots without flash at f4, 1600 ISO on Nikon D7000. I am very much impressed.It may not beat prime lens quality, but almost near to that quality and way better than kit lens.pros:Good color contrastSharpQuality shots with Low light/no flashLow price with quality imagesto go lens for partyzoomConssoft at f2.8 until we reach f4focus hunt in less contrast subjectsfront/back focus issuesIf you would like to get budget zoom lens with pro quality pictures. This is it.",2,2
"I was so happy with another Neutrogena product spf15, that I didn't hesitate at all when decided to buy this one with higher spf. But after applying it I got really disappointed: it smells very unpleasant, like rubber or something. And if you don't spread it evenly - you will soon notice white stains on your face. However hard I tried to rub this sunscreen into my skin - I couldn't get rid of white stains..The only good thing about this product is that it isn't greasy, though this makes it harder to rub in",0,2
short life,0,0
The best products!! amazing price and they do work! I have purchased lots of Organix products and they are all incredible! and the smell is just amazing as well!,2,0
"I must admit that I was expecting a higher quality product. However, upon reflection, when you pay less than twenty dollars for a fifty piece set you need to temper your expectations.",0,1
"comes pre-formatted for PC, so if you are operating on a mac with osx, you will need to reformat the drive. in doing this, i haven't been able to figure out how to set up a password to protect/lock the drive - so if you are a mac user and looking to do this, go for the pre-formatted for mac drive (it's silver).otherwise, this is the best external hard drive i've ever owned.lots of space.definitely a good buy.love the color!",2,1
"I had great hopes that this would extend my wireless range to the far reaches of the house, and it did-- to a point, but it kept dropping devices off the network .. first the Roku box, then the tablet, then the 'main' laptop which typically sits not more than 4 feet from the device.  That was the straw that broke the camel's back.  I was never able to get the laptop going again, so I just had to unplug the thing.  Then the laptop automatically connected to the main router like it is supposed to.  So it turned out to be a waste of my time to order and install this.  Thankfully, good old Amazon will ship it back for free and give me a full refund!  You got to love Amazon!",0,2
"Beautiful headphone - both design and workmanship, like an art piece. Really liked it. Sound is good, except that the bass is a little too much to my taste.Reasons I didn't keep it (instead I kept the MEElectronics Air-Fi Runaway):- too heavy: 240g compare to 110 g of MEElectronics. This is a solid and comfortable headphone, but too heavy.- touch control: cool idea. but personally I prefer buttons because I know what I'm doing and no mistakes.- headphone can't be extended long enough: it only stretches a little bit. It barely fit me even my head is not big at all. I can't imagine how a person with bigger head could fit it right on the ears.- price: $196 is overpriced. At a third price, I got MEElectronics at almost identical sound and half weight. Of course the build quality and designs are not at same level and MEElectronic has less features - but Jabra isn't worth $120 extra. If it's priced at $100 it would be a very hard decision for me to choose between these two.",1,2
Was broke when I received it the quality was not there will not order another one had to crazy glue it the first night I had it.,0,0
"Belkin consistently cranks out quality Apple compatible peripherals.  Unlike almost every other brand I've tried, they never seem to have a product that isn't the same - or better - than what Apple has to offer.  And it will come as no surprise that their products are way less expensive than Apple's!  Notice I said ""less expensive"" and not ""cheaper""!  There is nothing cheap about Belkin's quality.  The cord that comes with this set is thicker and sturdier and the connection where it meets the plugs is more substantial than my Apple cords.  In fact, the stiffness of the cord annoyed me at first before I realized it was probably going to take a lot more use to wear this cord down.  The product does what it should - it charges your phone in the car or in a wall outlet.  The important plus to this product is HOW it does the job.  The dock end fits SNUGLY into the iPhone and doesn't feel like a tenuous connection like almost every other charger I've ever owned (and there have been a lot!).  The USB side works as you would expect and synching with my laptop was uneventful.If you are looking for a home and car charging solution for your iPhone, this should be at or near the top of your list.  I've gone with cheap cable web sites and have gotten chargers for a fraction of this cost - and I have gotten what I paid for >>> crap.  This is a quality product from a known company.  The only possible drawback I can see is if you own a WHITE iPhone and don't want to spoil the ""look"" with a black cord.",2,2
It makes bubble waffles- not sure if they are supposed to be like waffles- crispy but mine turned out like a weird shaped pancake (which was fine since I like pancakes more than waffles).,1,1
"The only fault I have with this tablet is that it doesn't repond to touch that well.The battery life is exceptional. I purchased for my grandaughter, which will do.",1,0
"Exceeded my expectations having not done extensive research as to all of the content that the Roku provided prior to deciding to purchase.  The remote does not need a line of sight to the receiver, and the receiver is small enough that it can be mounted on the back side of the TV creating a clutter free installation.  The motion sensing remote is a nice feature that allows game play.  I will admit to a few hours playing the free Angry Birds app.  There is a TIme Warner Cable app that works on the Roku that allows you to watch live programming on selected channels so long as you have Cable TV service.  It is not the same as the Time Warner app available for iOS devices.  Unfortunately, at this time Time Warner is not providing local channels and some of the more popular cable channels or on demand options.  The local channel situation is an easy workaround by running cable directly to the TV.  We are using the Roku on a second TV in a household and it will pay for itself in 6 months by eliminating a second DVR unit that had a monthly lease and service fee that is now being cancelled.",2,2
"But the plastic is very low quality and the moulding is very rough. You need to be careful removing the mini drive from your Macbook, as the....hole you need to thread a staple or wire through to pull it out is brittle.I realize this is a very low volume product, especially with different versions for different MacBooks, but it is incredibly expensive for the quality of the item.That said, it works...I just don't know how many more times I'll be able to get it out of my Macbook.This review is for the Macbook Pro Retina version, though that's unlikely to effect the problem areas.",1,2
3M has a real working Jem here-Great noise reductionRadio is clear and has good volume during loud yardworkComputer &#34;voice&#34; tells you what radio freq you are onMP3/3.5mm jack in is a great featureI would recommend this to everyone needing hearing protection while being able to hear some tunes during long work sessions.,2,1
I don't think these are really that similar to down. They are comfortable but they are definitely synthetic. I am not sure I would recommend them.,1,0
"Was looking forward to this uNu battery case in the gold color as I have had one on my 4S for at least a year.When I got it, tried to put it on but it did not fit my 5C.Probably my fault, but when I ask in the window for a 5C battery case, I don't expect a 5S battery case to show up in response to my inquiry on the first page !!!When I realized what was happening I returned it the next day. And, I was disappointed to search again, being more careful to read all of the descriptions. Found nothing available from uNu or Morphie. Just have to wait for something to show up later.",0,2
Very thick and heavy wire. Not good for some purposes as it takes a solid stand to mount it. But fine as a start.,1,0
